"race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"half.elf",62,120,30,11,12,12,14,11,15
"half.elf",70,201,30,14,15,13,10,14,15
"half.elf",69,158,30,17,14,11,13,12,8
"half.elf",65,142,30,16,9,10,15,14,14
"half.elf",68,143,30,16,8,15,7,11,11
"half.elf",66,137,30,11,17,8,9,13,13
"half.elf",69,146,30,16,12,14,7,18,15
"half.elf",65,134,30,9,13,12,14,16,15
"half.elf",72,155,30,13,13,13,13,15,13
"half.elf",69,194,30,15,16,14,14,14,17
"half.elf",67,160,30,15,14,14,12,17,13
"half.elf",67,130,30,11,13,17,12,13,18
"half.elf",71,166,30,15,11,6,12,18,13
"half.elf",60,134,30,11,16,6,9,5,17
"half.elf",64,138,30,11,15,9,14,14,19
"half.elf",68,187,30,15,16,16,11,14,15
"half.elf",63,140,30,4,10,18,15,13,10
"half.elf",73,222,30,10,12,14,10,14,9
"half.elf",70,175,30,13,15,16,13,14,13
"half.elf",60,131,30,15,10,15,10,12,11
"half.elf",67,150,30,13,15,10,12,12,17
"half.elf",62,145,30,14,13,10,10,13,13
"half.elf",61,130,30,16,14,10,11,8,14
"half.elf",65,126,30,12,16,13,16,15,15
"half.elf",68,143,30,12,13,13,15,9,13
"half.elf",63,152,30,8,14,9,9,15,14
"half.elf",66,155,30,17,12,16,17,13,12
"half.elf",60,131,30,13,10,11,9,11,16
"half.elf",71,180,30,11,15,15,9,8,11
"half.elf",68,176,30,15,10,9,15,9,14
"half.elf",63,152,30,11,7,15,12,8,14
"half.elf",64,152,30,11,14,16,11,15,12
"half.elf",63,134,30,9,8,9,11,12,14
"half.elf",69,170,30,18,13,8,9,10,13
"half.elf",64,152,30,13,10,19,17,11,15
"half.elf",68,154,30,14,11,15,6,5,15
"half.elf",64,159,30,8,12,13,9,7,7
"half.elf",61,130,30,14,16,17,15,11,13
"half.elf",66,128,30,11,15,19,19,14,10
"half.elf",70,188,30,13,9,11,16,8,14
"half.elf",63,122,30,13,7,10,10,9,12
"half.elf",65,150,30,13,12,16,17,15,15
"half.elf",69,170,30,11,10,13,16,14,14
"half.elf",67,160,30,7,11,10,8,11,13
"half.elf",68,176,30,14,6,11,11,13,13
"half.elf",63,128,30,16,14,12,13,16,16
"half.elf",69,170,30,13,11,10,9,15,12
"half.elf",63,140,30,9,17,8,14,12,16
"half.elf",63,128,30,13,9,15,12,13,10
"half.elf",62,135,30,14,8,11,17,12,15
"half.elf",72,200,30,10,11,14,14,17,19
"half.elf",67,150,30,15,12,10,12,10,16
"half.elf",62,135,30,13,9,8,10,11,10
"half.elf",69,134,30,5,12,14,13,8,19
"half.elf",61,126,30,10,16,10,9,16,14
"half.elf",67,160,30,11,13,14,13,13,10
"half.elf",67,150,30,9,15,12,9,15,14
"half.elf",71,180,30,8,11,14,13,12,15
"half.elf",60,131,30,11,19,15,11,15,12
"half.elf",67,140,30,11,16,14,12,6,15
"half.elf",63,128,30,16,16,15,13,13,15
"half.elf",67,140,30,12,15,14,13,12,9
"half.elf",64,131,30,15,15,12,18,10,18
"half.elf",68,176,30,11,10,13,15,15,17
"half.elf",60,134,30,14,11,16,15,16,16
"half.elf",60,122,30,15,14,16,17,11,13
"half.elf",64,138,30,11,11,11,16,13,10
"half.elf",67,190,30,11,13,14,10,12,17
"half.elf",60,131,30,13,17,13,18,9,14
"half.elf",59,120,30,17,14,12,10,14,15
"half.elf",64,138,30,7,9,12,19,18,12
"half.elf",62,120,30,16,12,10,16,17,14
"half.elf",65,166,30,13,11,17,15,17,12
"half.elf",64,138,30,7,10,12,13,16,15
"half.elf",68,165,30,11,15,18,15,10,12
"half.elf",60,119,30,14,7,15,11,11,14
"half.elf",60,128,30,11,10,7,15,11,10
"half.elf",60,122,30,9,10,10,10,11,16
"half.elf",61,138,30,8,13,14,14,17,16
"half.elf",61,130,30,6,16,13,8,15,14
"half.elf",66,128,30,13,8,15,12,14,12
"half.elf",67,190,30,16,11,13,10,12,13
"half.elf",60,128,30,6,11,11,10,19,15
"half.elf",61,130,30,8,8,16,9,17,15
"half.elf",63,140,30,10,13,7,11,17,14
"half.elf",66,155,30,6,15,16,11,16,13
"half.elf",70,175,30,14,15,10,11,10,16
"half.elf",64,152,30,14,12,12,15,9,12
"half.elf",66,146,30,15,14,13,9,18,9
"half.elf",61,130,30,12,8,14,8,17,13
"half.elf",59,118,30,9,10,16,6,17,17
"half.elf",67,160,30,11,11,10,14,14,14
"half.elf",69,194,30,13,13,8,13,9,15
"half.elf",71,166,30,16,14,10,10,13,18
"half.elf",65,166,30,16,15,13,12,14,9
"half.elf",62,145,30,7,16,14,9,10,13
"half.elf",62,130,30,12,13,13,14,12,16
"half.elf",65,174,30,10,10,14,5,9,10
"half.elf",70,136,30,12,12,12,15,16,12
"half.elf",72,185,30,15,13,13,16,11,14
"half.elf",61,134,30,6,17,14,16,15,11
"half.elf",64,138,30,14,14,12,8,13,15
"half.elf",64,159,30,4,10,17,13,13,15
"half.elf",65,142,30,10,15,16,16,13,15
"half.elf",65,142,30,12,9,12,12,18,9
"half.elf",66,173,30,9,12,15,18,7,16
"half.elf",65,158,30,12,13,4,9,11,12
"half.elf",64,166,30,10,14,10,10,12,16
"half.elf",61,134,30,13,13,12,18,12,14
"half.elf",64,159,30,10,10,7,11,12,12
"half.elf",66,137,30,15,14,9,8,9,17
"half.elf",67,160,30,14,12,10,11,12,16
"half.elf",62,130,30,12,9,10,17,18,18
"half.elf",61,126,30,9,14,10,14,12,16
"half.elf",63,140,30,11,17,14,12,17,16
"half.elf",68,154,30,12,17,10,19,15,12
"half.elf",70,175,30,14,17,7,12,12,14
"half.elf",65,142,30,12,12,13,14,10,17
"half.elf",64,138,30,18,14,15,13,12,9
"half.elf",62,130,30,5,17,14,14,13,16
"half.elf",69,170,30,6,17,12,12,15,16
"half.elf",69,170,30,15,15,11,13,11,16
"half.elf",65,158,30,16,16,18,6,15,12
"half.elf",70,175,30,14,15,16,10,13,14
"half.elf",73,174,30,4,14,9,14,11,15
"half.elf",60,128,30,15,8,8,10,15,14
"half.elf",68,198,30,15,15,16,7,15,16
"half.elf",63,152,30,13,15,14,14,8,19
"half.elf",68,176,30,10,15,14,15,16,12
"half.elf",70,214,30,12,7,16,12,11,12
"half.elf",69,170,30,9,16,18,8,14,18
"half.elf",64,138,30,13,11,15,13,5,12
"half.elf",62,130,30,16,11,15,13,12,16
"half.elf",66,155,30,16,9,15,7,14,11
"half.elf",65,134,30,11,13,12,14,16,13
"half.elf",64,138,30,10,15,12,18,13,20
"half.elf",71,180,30,12,14,11,14,14,11
"half.elf",69,170,30,11,19,18,9,14,16
"half.elf",62,140,30,13,15,18,18,17,18
"half.elf",66,155,30,13,10,8,11,14,12
"half.elf",63,158,30,12,13,14,12,12,15
"half.elf",67,160,30,13,7,17,13,16,9
"half.elf",70,175,30,13,11,9,17,14,10
"half.elf",64,166,30,12,13,8,12,11,15
"half.elf",64,159,30,16,5,16,14,11,19
"half.elf",63,146,30,16,11,12,9,13,17
"half.elf",66,164,30,14,10,6,15,11,19
"half.elf",72,200,30,11,9,10,17,15,18
"half.elf",63,140,30,15,11,15,18,8,14
"half.elf",65,134,30,11,17,14,8,12,16
"half.elf",67,140,30,16,13,16,7,12,14
"half.elf",68,176,30,18,12,13,14,9,16
"half.elf",69,206,30,15,14,16,9,14,16
"half.elf",71,180,30,12,13,11,15,16,14
"half.elf",66,146,30,11,15,15,8,17,9
"half.elf",65,166,30,11,11,12,14,13,11
"half.elf",65,150,30,8,16,14,7,13,15
"half.elf",67,160,30,15,13,10,11,15,19
"half.elf",61,130,30,11,9,13,17,12,9
"half.elf",65,142,30,9,8,17,6,12,13
"half.elf",66,164,30,12,13,15,10,8,16
"half.elf",66,164,30,13,13,15,9,14,16
"half.elf",64,145,30,6,4,13,13,12,9
"half.elf",63,140,30,17,13,10,9,17,17
"half.elf",59,120,30,16,12,14,14,13,19
"half.elf",69,158,30,14,12,14,17,16,16
"half.elf",66,146,30,14,16,13,15,11,18
"half.elf",69,170,30,11,11,6,12,10,13
"half.elf",65,158,30,14,14,15,11,13,17
"half.elf",60,125,30,16,14,10,16,15,15
"half.elf",61,122,30,17,14,13,14,16,13
"half.elf",64,145,30,7,10,12,10,16,11
"half.elf",69,182,30,11,10,9,14,14,15
"half.elf",66,164,30,7,14,13,13,15,19
"half.elf",71,194,30,14,17,10,17,13,10
"half.elf",65,166,30,8,14,13,15,17,20
"half.elf",67,170,30,17,11,10,8,9,14
"half.elf",64,131,30,16,15,13,17,14,15
"half.elf",63,122,30,11,16,9,17,16,13
"half.elf",62,130,30,12,9,15,16,15,12
"half.elf",68,143,30,11,8,7,7,9,12
"half.elf",65,158,30,11,10,16,12,15,8
"half.elf",65,150,30,8,16,15,13,13,12
"half.elf",64,138,30,16,9,10,13,14,16
"half.elf",69,146,30,11,15,5,14,15,13
"half.elf",66,173,30,12,10,11,11,14,15
"half.elf",68,198,30,12,8,12,14,16,18
"half.elf",66,155,30,14,13,10,15,15,15
"half.elf",61,138,30,15,13,13,10,12,11
"half.elf",65,150,30,6,14,17,11,15,17
"half.elf",61,130,30,11,10,12,11,16,12
"half.elf",70,162,30,11,8,16,17,9,15
"half.elf",61,134,30,12,10,12,10,9,12
"half.elf",70,188,30,14,11,10,14,14,11
"half.elf",71,222,30,14,12,15,15,17,14
"half.elf",68,176,30,12,14,13,9,10,11
"half.elf",67,170,30,13,13,14,9,12,15
"half.elf",69,182,30,15,15,18,10,14,15
"half.elf",68,165,30,12,12,17,17,7,11
"half.elf",66,155,30,15,9,12,13,8,17
"half.elf",67,180,30,14,8,14,9,15,17
"half.elf",70,149,30,17,11,17,13,16,12
"half.elf",66,155,30,11,16,12,9,14,12
"half.elf",64,166,30,16,6,10,12,13,12
"half.elf",70,188,30,11,12,15,14,16,13
"half.elf",66,164,30,14,8,10,16,17,6
"half.elf",70,175,30,12,10,15,7,15,18
"half.elf",62,135,30,15,14,12,12,14,17
"half.elf",65,150,30,12,12,12,15,12,17
"half.elf",66,164,30,16,13,12,7,17,13
"half.elf",64,166,30,12,14,12,17,15,19
"half.elf",64,131,30,11,13,10,12,13,14
"half.elf",68,154,30,8,17,8,19,16,17
"half.elf",64,138,30,10,13,13,13,15,16
"half.elf",65,134,30,14,12,13,12,14,12
"half.elf",72,200,30,13,8,14,12,13,15
"half.elf",62,120,30,16,12,16,15,11,18
"half.elf",65,142,30,14,14,17,12,14,10
"half.elf",68,176,30,11,17,11,12,12,20
"half.elf",72,170,30,14,12,13,12,12,12
"half.elf",68,143,30,13,13,14,12,9,16
"half.elf",69,182,30,15,15,14,15,12,13
"half.elf",70,175,30,16,6,13,9,10,13
"half.elf",68,143,30,16,12,18,12,12,17
"half.elf",65,158,30,14,12,9,12,14,16
"half.elf",67,150,30,16,13,12,16,11,16
"half.elf",72,230,30,16,6,12,11,12,11
"half.elf",62,140,30,11,11,7,12,12,16
"half.elf",64,159,30,11,15,13,7,17,10
"half.elf",62,150,30,11,10,12,15,11,12
"half.elf",60,131,30,14,15,15,17,14,9
"half.elf",66,164,30,16,11,15,13,9,16
"half.elf",66,137,30,15,16,13,13,16,12
"half.elf",63,146,30,13,14,12,12,15,14
"half.elf",62,140,30,16,16,17,16,12,17
"half.elf",61,126,30,14,15,13,7,16,16
"half.elf",63,158,30,10,12,17,7,10,11
"half.elf",71,180,30,13,15,9,8,9,18
"half.elf",72,185,30,11,16,13,14,18,13
"half.elf",66,137,30,12,15,12,11,10,16
"half.elf",67,160,30,16,13,12,11,17,15
"half.elf",63,146,30,13,9,6,7,15,13
"half.elf",72,185,30,14,11,10,16,18,16
"half.elf",62,135,30,11,14,12,12,7,14
"half.elf",60,125,30,15,12,9,10,10,16
"half.elf",70,214,30,14,11,14,16,12,15
"half.elf",65,166,30,8,15,13,15,16,13
"half.elf",70,136,30,15,17,11,12,9,13
"half.elf",65,142,30,12,14,13,16,12,16
"half.elf",64,152,30,8,16,13,15,8,12
"half.elf",62,140,30,7,11,12,13,8,15
"half.elf",70,175,30,14,8,10,18,17,15
"half.elf",62,120,30,14,11,15,11,9,14
"half.elf",64,166,30,14,11,8,14,12,16
"half.elf",67,160,30,13,17,11,17,11,15
"half.elf",64,131,30,14,14,15,13,13,15
"half.elf",67,180,30,15,14,12,14,12,19
"half.elf",62,125,30,9,12,12,15,9,14
"half.elf",60,125,30,8,17,15,14,13,18
"half.elf",71,138,30,14,15,10,13,9,15
"half.elf",68,165,30,11,14,13,12,10,15
"half.elf",73,158,30,14,14,9,13,13,16
"half.elf",62,130,30,12,11,15,18,11,16
"half.elf",59,122,30,6,11,8,13,10,15
"half.elf",63,140,30,10,16,15,19,15,8
"half.elf",70,149,30,13,17,12,18,10,15
"half.elf",62,145,30,12,9,13,12,12,17
"half.elf",65,150,30,10,12,12,11,13,12
"half.elf",69,194,30,10,12,15,11,14,15
"half.elf",70,175,30,15,11,10,15,16,11
"half.elf",64,131,30,14,15,12,8,16,18
"half.elf",67,150,30,10,15,12,11,11,17
"half.elf",63,146,30,16,15,17,14,15,17
"half.elf",66,155,30,13,12,17,16,18,14
"half.elf",68,187,30,11,14,6,11,12,17
"half.elf",64,138,30,13,14,13,17,14,16
"half.elf",60,122,30,9,9,16,15,13,14
"half.elf",60,122,30,11,15,12,12,10,19
"half.elf",62,125,30,14,14,10,16,12,12
"half.elf",69,134,30,14,13,12,11,16,20
"half.elf",67,140,30,10,10,12,8,7,19
"half.elf",68,176,30,13,13,11,13,13,16
"half.elf",66,128,30,14,14,15,16,11,13
"half.elf",66,164,30,12,14,8,16,10,15
"half.elf",66,164,30,13,14,9,16,15,13
"half.elf",65,134,30,11,16,19,10,14,14
"half.elf",69,182,30,15,13,13,9,17,12
"half.elf",69,182,30,14,15,15,13,14,16
"half.elf",66,128,30,13,13,17,7,8,12
"half.elf",63,146,30,7,7,18,10,10,13
"half.elf",63,146,30,12,13,13,15,7,14
"half.elf",71,180,30,9,10,10,17,14,19
"half.elf",71,208,30,12,11,10,11,9,12
"half.elf",69,170,30,16,10,12,11,13,12
"half.elf",71,166,30,14,17,15,14,17,13
"half.elf",68,165,30,13,13,11,13,13,12
"half.elf",64,152,30,12,11,16,17,11,14
"half.elf",69,134,30,19,9,12,11,8,11
"half.elf",64,152,30,12,15,15,13,9,16
"half.elf",67,130,30,12,13,11,14,11,15
"half.elf",64,159,30,10,13,14,9,15,15
"half.elf",66,146,30,13,13,16,16,7,13
"half.elf",65,166,30,13,13,13,12,14,10
"half.elf",66,137,30,14,14,11,12,11,12
"half.elf",65,150,30,16,8,16,12,9,15
"half.elf",68,198,30,15,11,14,17,12,19
"half.elf",69,158,30,13,12,15,13,5,14
"half.elf",62,135,30,10,15,8,7,17,11
"half.elf",64,131,30,16,12,9,15,12,11
"half.elf",67,160,30,12,16,12,10,14,16
"half.elf",61,138,30,15,13,14,10,10,13
"half.elf",72,140,30,8,11,17,13,19,12
"half.elf",66,164,30,8,13,12,16,11,15
"half.elf",68,154,30,14,12,7,11,16,11
"half.elf",71,194,30,17,16,8,18,8,14
"half.elf",70,175,30,9,13,14,9,15,16
"half.elf",64,145,30,14,13,16,15,5,14
"half.elf",68,154,30,7,15,16,10,12,18
"half.elf",70,175,30,8,16,18,11,16,13
"half.elf",63,134,30,14,10,13,13,13,18
"half.elf",65,126,30,14,13,16,13,8,13
"half.elf",63,146,30,8,8,16,11,14,13
"half.elf",65,142,30,13,13,12,15,10,17
"half.elf",69,182,30,12,15,10,12,8,18
"half.elf",64,166,30,8,14,13,16,17,19
"half.elf",67,150,30,13,10,13,11,17,12
"half.elf",70,175,30,16,14,12,9,16,20
"half.elf",67,170,30,10,9,15,8,7,14
"half.elf",63,140,30,17,16,12,12,10,8
"half.elf",69,170,30,11,14,17,15,16,13
"half.elf",68,154,30,14,9,14,9,13,16
"half.elf",62,135,30,12,11,15,13,15,13
"half.elf",66,155,30,13,13,10,10,9,9
"half.elf",68,187,30,16,16,17,12,17,8
"half.elf",73,174,30,15,10,9,10,11,15
"half.elf",69,194,30,14,11,15,16,8,11
"half.elf",66,137,30,14,10,16,17,16,11
"half.elf",65,142,30,13,8,14,10,16,15
"half.elf",65,134,30,13,18,16,9,14,13
"half.elf",64,152,30,17,16,17,8,10,12
"half.elf",68,198,30,16,12,13,14,17,19
"half.elf",64,138,30,15,11,13,9,16,11
"half.elf",62,140,30,10,11,12,9,16,12
"half.elf",70,175,30,17,14,12,13,12,17
"half.elf",64,124,30,10,13,17,14,19,15
"half.elf",70,201,30,9,14,11,15,12,19
"half.elf",65,134,30,10,12,11,15,9,16
"half.elf",66,164,30,13,14,10,14,7,9
"half.elf",66,155,30,14,13,16,13,13,12
"half.elf",67,170,30,14,18,15,10,16,15
"half.elf",73,174,30,15,12,10,13,14,11
"half.elf",65,150,30,8,11,12,18,10,16
"half.elf",66,173,30,11,11,10,11,12,12
"half.elf",67,190,30,12,14,10,15,17,16
"half.elf",71,194,30,12,10,13,18,15,19
"half.elf",61,130,30,18,13,18,18,13,13
"half.elf",66,146,30,13,16,8,13,10,16
"half.elf",68,143,30,16,15,15,15,12,12
"half.elf",62,130,30,15,14,12,16,14,16
"half.elf",67,150,30,5,9,14,10,12,15
"half.elf",64,124,30,13,15,15,18,11,11
"half.elf",63,122,30,14,12,14,14,16,17
"half.elf",62,145,30,10,14,10,10,13,14
"half.elf",69,170,30,13,16,7,13,12,14
"half.elf",71,208,30,14,14,14,7,12,18
"half.elf",67,140,30,15,13,11,11,6,12
"half.elf",65,174,30,7,13,14,18,13,17
"half.elf",73,206,30,10,7,16,13,10,10
"half.elf",65,142,30,13,15,13,14,13,12
"half.elf",66,164,30,11,13,15,14,13,10
"half.elf",68,165,30,15,13,14,15,14,13
"half.elf",61,130,30,9,10,8,16,12,19
"half.elf",63,128,30,14,17,18,11,11,16
"half.elf",66,155,30,6,5,9,15,11,13
"half.elf",64,159,30,14,10,16,13,14,16
"half.elf",65,134,30,16,12,14,18,16,13
"half.elf",71,222,30,15,11,13,13,12,16
"half.elf",67,130,30,13,16,8,17,15,15
"half.elf",69,170,30,12,15,8,13,15,10
"half.elf",64,166,30,10,13,10,12,11,15
"half.elf",67,140,30,14,14,15,10,11,13
"half.elf",67,160,30,17,16,12,17,11,16
"half.elf",70,188,30,10,14,14,13,11,14
"half.elf",66,164,30,14,19,15,14,18,11
"half.elf",59,118,30,13,14,13,17,10,11
"half.elf",60,116,30,8,14,14,13,12,15
"half.elf",64,131,30,13,14,8,15,13,17
"half.elf",61,126,30,7,16,11,12,9,15
"half.elf",66,155,30,15,14,13,15,9,13
"half.elf",71,194,30,10,14,16,17,13,18
"half.elf",66,155,30,15,15,14,12,14,10
"half.elf",65,142,30,14,7,13,16,11,17
"half.elf",63,140,30,12,9,11,7,18,12
"half.elf",70,201,30,15,12,10,11,15,16
"half.elf",64,138,30,11,15,12,16,17,18
"half.elf",67,150,30,8,10,12,13,18,15
"half.elf",62,150,30,16,11,14,11,14,14
"half.elf",68,154,30,8,14,17,17,18,18
"half.elf",66,155,30,8,13,7,13,15,11
"half.elf",67,180,30,8,14,12,13,12,9
"half.elf",60,128,30,10,17,13,12,11,15
"half.elf",65,166,30,12,12,12,12,16,16
"half.elf",67,180,30,17,10,11,15,12,16
"half.elf",70,149,30,12,13,17,12,18,17
"half.elf",59,120,30,13,6,8,13,16,17
"half.elf",59,122,30,15,19,17,10,8,12
"half.elf",66,155,30,11,6,12,15,17,12
"half.elf",60,122,30,6,13,13,13,12,16
"half.elf",62,135,30,12,12,11,13,14,15
"half.elf",65,142,30,11,13,11,10,18,12
"half.elf",64,145,30,17,7,10,15,13,10
"half.elf",70,214,30,14,12,14,10,10,15
"half.elf",60,128,30,11,11,14,11,13,11
"half.elf",71,194,30,9,11,11,12,15,11
"half.elf",72,185,30,14,17,12,10,14,14
"half.elf",73,222,30,12,14,14,9,12,12
"half.elf",67,160,30,14,18,17,17,13,16
"half.elf",72,170,30,14,16,10,15,12,15
"half.elf",72,155,30,15,11,14,10,12,12
"half.elf",65,126,30,9,17,12,11,10,11
"half.elf",62,140,30,15,17,9,10,14,9
"half.elf",70,175,30,14,14,16,10,15,9
"half.elf",63,128,30,5,10,15,10,9,17
"half.elf",73,238,30,15,11,16,17,10,19
"half.elf",67,140,30,10,9,17,9,15,15
"half.elf",66,182,30,10,13,12,14,8,19
"half.elf",66,146,30,14,15,13,13,6,15
"half.elf",66,155,30,12,9,13,8,12,17
"half.elf",67,180,30,14,16,8,11,8,20
"half.elf",68,132,30,15,9,13,14,7,13
"half.elf",66,182,30,18,10,10,13,16,18
"half.elf",70,188,30,17,13,10,15,8,19
"half.elf",66,128,30,13,17,11,11,9,17
"half.elf",66,164,30,12,12,13,13,12,11
"half.elf",59,120,30,12,13,11,12,15,17
"half.elf",62,145,30,12,16,17,9,18,11
"half.elf",65,174,30,14,17,12,16,9,14
"half.elf",70,188,30,11,14,14,13,13,15
"half.elf",62,135,30,17,8,5,15,15,18
"half.elf",64,138,30,14,16,11,11,13,16
"half.elf",65,142,30,11,12,14,16,11,11
"half.elf",68,187,30,10,10,11,11,15,15
"half.elf",60,131,30,14,11,8,10,16,14
"half.elf",63,134,30,10,10,8,11,10,12
"half.elf",63,134,30,13,13,12,17,12,16
"half.elf",68,198,30,15,17,9,17,18,17
"half.elf",64,138,30,13,11,15,14,11,17
"half.elf",69,170,30,10,14,10,14,12,16
"half.elf",61,122,30,11,9,15,13,16,11
"half.elf",62,135,30,13,15,15,7,14,16
"half.elf",69,146,30,15,12,8,10,16,16
"half.elf",66,155,30,14,15,14,7,8,17
"half.elf",63,134,30,12,17,14,17,14,16
"half.elf",64,159,30,9,12,8,6,9,12
"half.elf",69,146,30,11,12,18,9,11,12
"half.elf",60,125,30,9,10,13,17,12,13
"half.elf",65,134,30,12,17,13,15,13,14
"half.elf",67,160,30,14,16,18,16,12,12
"half.elf",71,138,30,16,11,14,11,15,13
"half.elf",65,142,30,9,8,15,10,7,14
"half.elf",72,140,30,12,12,13,13,12,13
"half.elf",73,190,30,17,6,10,16,12,11
"half.elf",62,125,30,13,12,10,15,12,15
"half.elf",70,188,30,16,13,13,11,13,13
"half.elf",64,138,30,11,13,15,14,14,14
"half.elf",66,173,30,10,17,13,15,16,14
"half.elf",61,130,30,11,14,10,10,11,13
"half.elf",66,137,30,11,10,15,13,10,13
"half.elf",64,166,30,13,13,12,14,11,13
"half.elf",64,145,30,7,12,16,17,13,9
"half.elf",70,175,30,15,12,13,14,12,11
"half.elf",62,135,30,15,12,17,12,15,16
"half.elf",66,182,30,11,16,15,12,14,13
"half.elf",64,138,30,18,15,13,12,13,9
"half.elf",63,134,30,14,16,14,9,15,15
"half.elf",64,166,30,17,12,12,11,13,16
"half.elf",68,176,30,10,15,13,17,17,10
"half.elf",66,146,30,12,15,12,14,14,18
"half.elf",71,166,30,16,15,10,14,10,16
"half.elf",66,146,30,11,6,15,17,13,18
"half.elf",65,150,30,17,15,13,15,16,16
"half.elf",62,145,30,13,11,11,17,11,10
"half.elf",71,152,30,13,13,15,14,19,14
"half.elf",64,145,30,10,11,8,12,10,8
"half.elf",67,150,30,14,9,14,11,14,19
"half.elf",67,180,30,13,7,11,15,10,10
"half.elf",61,130,30,16,17,11,10,11,12
"half.elf",68,132,30,14,17,13,8,7,15
"half.elf",69,182,30,14,16,12,17,12,16
"half.elf",66,155,30,13,16,11,8,11,16
"half.elf",59,118,30,19,15,12,13,17,15
"half.elf",63,128,30,11,10,17,9,14,15
"half.elf",67,170,30,13,12,15,15,10,17
"half.elf",68,165,30,13,14,11,11,12,8
"half.elf",65,142,30,6,13,8,14,14,19
"half.elf",66,146,30,13,11,17,15,11,17
"half.elf",60,122,30,8,7,14,12,9,12
"half.elf",63,146,30,16,16,12,13,14,13
"half.elf",64,145,30,13,13,15,17,10,17
"half.elf",71,166,30,12,13,16,15,5,15
"half.elf",68,165,30,15,15,9,6,15,13
"half.elf",70,162,30,14,12,14,15,18,11
"half.elf",70,136,30,14,11,14,11,12,8
"half.elf",69,146,30,14,7,14,5,14,17
"half.elf",68,176,30,17,8,8,13,13,17
"half.elf",68,176,30,16,8,16,10,11,17
"half.elf",60,131,30,15,14,17,9,10,18
"half.elf",68,187,30,16,10,14,17,18,16
"half.elf",65,174,30,11,13,18,13,13,16
"half.elf",64,159,30,15,14,12,13,16,14
"half.elf",65,126,30,15,13,13,15,13,13
"half.elf",66,146,30,17,11,11,11,13,12
"half.elf",69,194,30,11,10,6,16,18,12
"half.elf",66,155,30,16,7,11,17,17,13
"half.elf",68,154,30,14,14,9,15,14,15
"half.elf",66,146,30,15,10,16,16,8,19
"half.elf",69,170,30,13,16,16,8,14,13
"half.elf",60,128,30,7,11,15,11,17,19
"half.elf",67,150,30,10,14,3,14,10,11
"half.elf",65,150,30,11,16,13,9,17,14
"half.elf",63,152,30,13,13,17,12,6,17
"half.elf",64,145,30,11,11,17,13,9,13
"half.elf",68,154,30,10,16,16,11,14,10
"half.elf",66,146,30,10,8,11,17,15,10
"half.elf",67,160,30,13,16,10,16,15,18
"half.elf",67,150,30,17,10,17,9,16,19
"half.elf",65,158,30,17,12,17,6,16,15
"half.elf",72,200,30,13,11,10,10,15,16
"half.elf",61,130,30,11,9,12,11,10,12
"half.elf",67,160,30,16,13,16,12,6,14
"half.elf",64,152,30,10,15,9,15,14,9
"half.elf",66,155,30,18,14,13,11,16,20
"half.elf",63,140,30,11,12,16,14,14,17
"half.elf",66,146,30,16,7,13,16,16,19
"half.elf",63,140,30,13,17,12,11,15,13
"half.elf",62,130,30,11,15,6,17,11,16
"half.elf",66,155,30,11,8,15,15,16,13
"half.elf",61,126,30,12,9,15,10,14,16
"half.elf",71,180,30,13,12,12,13,14,19
"half.elf",70,175,30,14,12,13,16,10,16
"half.elf",71,152,30,15,10,13,13,13,13
"half.elf",60,122,30,9,11,12,14,14,12
"half.elf",64,131,30,14,13,15,13,12,17
"half.elf",71,194,30,16,6,12,12,13,14
"half.elf",72,185,30,15,14,11,14,12,17
"half.elf",66,164,30,6,11,11,13,15,13
"half.elf",68,132,30,12,16,10,12,13,18
"half.elf",62,150,30,14,11,14,14,12,13
"half.elf",68,165,30,14,11,13,16,15,16
"half.elf",65,142,30,13,16,12,11,8,14
"half.elf",66,137,30,14,10,14,13,15,11
"half.elf",65,150,30,13,13,12,12,11,8
"half.elf",69,182,30,13,11,15,15,18,14
"half.elf",71,194,30,11,4,12,11,16,13
"half.elf",65,166,30,8,17,17,13,14,10
"half.elf",64,152,30,10,18,16,13,11,14
"half.elf",71,208,30,8,15,10,15,16,13
"half.elf",61,130,30,9,16,12,10,14,17
"half.elf",65,158,30,14,16,12,13,5,8
"half.elf",63,140,30,10,8,10,15,7,19
"half.elf",66,164,30,17,14,16,16,17,16
"half.elf",68,187,30,11,12,8,16,7,15
"half.elf",60,131,30,10,16,12,17,9,15
"half.elf",64,145,30,11,6,12,12,14,14
"half.elf",69,146,30,15,15,9,18,15,19
"half.elf",65,142,30,16,13,13,13,19,16
"half.elf",67,160,30,13,11,13,12,12,17
"half.elf",72,200,30,15,12,18,12,10,17
"half.elf",67,180,30,13,14,12,18,11,13
"half.elf",62,130,30,10,12,13,13,11,15
"half.elf",66,146,30,15,10,16,9,13,11
"half.elf",65,150,30,10,12,14,11,10,18
"half.elf",61,130,30,13,12,8,15,17,14
"half.elf",65,158,30,11,14,15,8,15,14
"half.elf",60,119,30,15,13,7,6,7,17
"half.elf",67,170,30,10,16,10,15,10,14
"half.elf",64,124,30,12,11,14,6,10,15
"half.elf",65,142,30,16,17,14,15,15,16
"half.elf",69,194,30,12,12,13,11,10,11
"half.elf",66,155,30,14,11,11,7,16,15
"half.elf",66,155,30,15,16,8,14,16,17
